,pgn,uci,name,wdl
2450,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'Bg5', 'Be7', 'e5', 'Nfd7', 'h4', 'f6']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'f8e7', 'e4e5', 'f6d7', 'h2h4', 'f7f6']","French Defense: Alekhine-Chatard Attack, Teichmann Variation",
2451,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'Bg5', 'Be7', 'e5', 'Ng8', 'Be3', 'b6']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'f8e7', 'e4e5', 'f6g8', 'g5e3', 'b7b6']","French Defense: Classical Variation, Frankfurt Variation",
2452,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'Bg5', 'Be7', 'e5', 'Nfd7', 'Bxe7', 'Qxe7']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'c1g5', 'f8e7', 'e4e5', 'f6d7', 'g5e7', 'd8e7']",French Defense: Classical Variation,
2453,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'Ne2', 'dxe4', 'a3', 'Bxc3+', 'Nxc3', 'Nc6']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'g1e2', 'd5e4', 'a2a3', 'b4c3', 'e2c3', 'b8c6']","French Defense: Winawer Variation, Alekhine Gambit, Kan Variation",
2454,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'e5', 'c5', 'a3', 'cxd4', 'axb4', 'dxc3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'c7c5', 'a2a3', 'c5d4', 'a3b4', 'd4c3']","French Defense: Winawer Variation, Maróczy-Wallis Variation",
2455,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'e5', 'c5', 'a3', 'Ba5', 'b4', 'cxd4']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'c7c5', 'a2a3', 'b4a5', 'b2b4', 'c5d4']","French Defense: Winawer Variation, Retreat Variation, Armenian Line",
2456,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'e5', 'c5', 'a3', 'Bxc3+', 'bxc3', 'Qc7']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'c7c5', 'a2a3', 'b4c3', 'b2c3', 'd8c7']","French Defense: Winawer Variation, Classical Variation",
2457,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'e5', 'c5', 'a3', 'Bxc3+', 'bxc3', 'Ne7']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'c7c5', 'a2a3', 'b4c3', 'b2c3', 'g8e7']","French Defense: Winawer Variation, Advance Variation",
2458,"['e4', 'e5', 'Qh5', 'Nc6', 'Bc4', 'Nh6', 'd3', 'g6', 'Qf3', 'f6', 'Ne2', 'd5']","['e2e4', 'e7e5', 'd1h5', 'b8c6', 'f1c4', 'g8h6', 'd2d3', 'g7g6', 'h5f3', 'f7f6', 'g1e2', 'd7d5']","King's Pawn Game: Wayward Queen Attack, Mellon Gambit",
2459,"['e4', 'e5', 'Qe2', 'Nc6', 'c3', 'Nf6', 'Nf3', 'Bc5', 'd4', 'exd4', 'cxd4', 'Nxd4']","['e2e4', 'e7e5', 'd1e2', 'b8c6', 'c2c3', 'g8f6', 'g1f3', 'f8c5', 'd2d4', 'e5d4', 'c3d4', 'c6d4']",King's Pawn Opening: Van Hooydoon Gambit,
2460,"['e4', 'e5', 'Bc4', 'Nf6', 'd4', 'exd4', 'Nf3', 'd5', 'exd5', 'Bb4+', 'c3', 'Qe7+']","['e2e4', 'e7e5', 'f1c4', 'g8f6', 'd2d4', 'e5d4', 'g1f3', 'd7d5', 'e4d5', 'f8b4', 'c2c3', 'd8e7']","Bishop's Opening: Urusov Gambit, Panov Variation",
2461,"['e4', 'e5', 'Nc3', 'Nc6', 'f4', 'exf4', 'Nf3', 'g5', 'h4', 'g4', 'Ng5', 'd6']","['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'h2h4', 'g5g4', 'f3g5', 'd7d6']","Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit, Alapin Variation",
2462,"['e4', 'e5', 'Nc3', 'Nc6', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'O-O', 'gxf3']","['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'e1g1', 'g4f3']","Vienna Gambit, with Max Lange Defense: Hamppe-Muzio Gambit",
2463,"['e4', 'e5', 'Nc3', 'Nf6', 'f4', 'd5', 'exd5', 'e4', 'd3', 'Bb4', 'Bd2', 'e3']","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'f2f4', 'd7d5', 'e4d5', 'e5e4', 'd2d3', 'f8b4', 'c1d2', 'e4e3']","King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Morphy Defense",
2464,"['e4', 'e5', 'f4', 'exf4', 'Bc4', 'Qh4+', 'Kf1', 'Ne7', 'Nc3', 'g5', 'd4', 'Bg7']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'f1c4', 'd8h4', 'e1f1', 'g8e7', 'b1c3', 'g7g5', 'd2d4', 'f8g7']","King's Gambit Accepted: Bishop's Gambit, Classical Defense",
2465,"['e4', 'e5', 'f4', 'exf4', 'Bc4', 'f5', 'Qe2', 'Qh4+', 'Kd1', 'fxe4', 'Nc3', 'Kd8']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'f1c4', 'f7f5', 'd1e2', 'd8h4', 'e1d1', 'f5e4', 'b1c3', 'e8d8']","King's Gambit Accepted: Lopez-Gianutio Countergambit, Hein Variation",
2466,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'd6', 'Bc4', 'h6', 'd4', 'g5', 'h4', 'Bg7']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'd7d6', 'f1c4', 'h7h6', 'd2d4', 'g7g5', 'h2h4', 'f8g7']",King's Gambit Accepted: Greco Gambit,
2467,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'O-O', 'gxf3', 'Qxf3', 'Qe7']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'e1g1', 'g4f3', 'd1f3', 'd8e7']","King's Gambit Accepted: Muzio Gambit Accepted, From's Defense",
2468,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'O-O', 'gxf3', 'Qxf3', 'Nc6']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'e1g1', 'g4f3', 'd1f3', 'b8c6']","King's Gambit Accepted: Muzio Gambit, Holloway Defense",
2469,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'O-O', 'gxf3', 'Qxf3', 'Qf6']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'e1g1', 'g4f3', 'd1f3', 'd8f6']","King's Gambit Accepted: Muzio Gambit, Sarratt Defense",
2470,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'Ne5', 'Qh4+', 'Kf1', 'f3']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'f3e5', 'd8h4', 'e1f1', 'f4f3']","King's Gambit Accepted: Salvio Gambit, Cochrane Gambit",
2471,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'Ne5', 'Qh4+', 'Kf1', 'Nf6']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'f3e5', 'd8h4', 'e1f1', 'g8f6']","King's Gambit Accepted: Salvio Gambit, Santa Maria Defense",
2472,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'Ne5', 'Qh4+', 'Kf1', 'Nh6']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'f3e5', 'd8h4', 'e1f1', 'g8h6']","King's Gambit Accepted: Salvio Gambit, Silberschmidt Defense",
2473,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4', 'g4', 'Ne5', 'Qh4+', 'Kf1', 'Nc6']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4', 'g5g4', 'f3e5', 'd8h4', 'e1f1', 'b8c6']","King's Gambit Accepted: Salvio Gambit, Viennese Variation",
2474,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'h4', 'g4', 'Ne5', 'Nf6', 'Nxg4', 'd5']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'h2h4', 'g5g4', 'f3e5', 'g8f6', 'e5g4', 'd7d5']","King's Gambit Accepted: Kieseritzky Gambit, Berlin Defense, de Riviere Variation",
2475,"['e4', 'e5', 'Nf3', 'f5', 'Nxe5', 'Nf6', 'Bc4', 'fxe4', 'Nf7', 'Qe7', 'Nxh8', 'd5']","['e2e4', 'e7e5', 'g1f3', 'f7f5', 'f3e5', 'g8f6', 'f1c4', 'f5e4', 'e5f7', 'd8e7', 'f7h8', 'd7d5']",Latvian Gambit: Corkscrew Gambit,
2476,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Nf6', 'Nc3', 'Nbd7', 'Bc4', 'Be7', 'O-O', 'h6']","['e2e4', 'e7e5', 'g1f3', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'b8d7', 'f1c4', 'f8e7', 'e1g1', 'h7h6']","Philidor Defense: Lion Variation, Lion's Claw, with Bc4 and h6",
2477,"['e4', 'e5', 'Nf3', 'd6', 'd4', 'Nf6', 'Nc3', 'Nbd7', 'Be2', 'Be7', 'O-O', 'c6']","['e2e4', 'e7e5', 'g1f3', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'b8d7', 'f1e2', 'f8e7', 'e1g1', 'c7c6']","Philidor Defense: Lion Variation, Lion's Claw, with Be2 and c6",
2478,"['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'd6', 'Nf3', 'Nxe4', 'd4', 'd5', 'Bd3', 'Bd6']","['e2e4', 'e7e5', 'g1f3', 'g8f6', 'f3e5', 'd7d6', 'e5f3', 'f6e4', 'd2d4', 'd6d5', 'f1d3', 'f8d6']","Russian Game: Classical Attack, Marshall Variation",
2479,"['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'd6', 'Nf3', 'Nxe4', 'd4', 'd5', 'Bd3', 'Nc6']","['e2e4', 'e7e5', 'g1f3', 'g8f6', 'f3e5', 'd7d6', 'e5f3', 'f6e4', 'd2d4', 'd6d5', 'f1d3', 'b8c6']","Russian Game: Classical Attack, Mason-Showalter Variation",
2480,"['e4', 'e5', 'Nf3', 'Nf6', 'd4', 'exd4', 'e5', 'Ne4', 'Qe2', 'Nc5', 'Nxd4', 'Nc6']","['e2e4', 'e7e5', 'g1f3', 'g8f6', 'd2d4', 'e5d4', 'e4e5', 'f6e4', 'd1e2', 'e4c5', 'f3d4', 'b8c6']","Russian Game: Modern Attack, Bardeleben Variation",
2481,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'c3', 'dxc3', 'Bc4', 'Nf6', 'Nxc3', 'Bb4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'b1c3', 'f8b4']","Scotch Game: Göring Gambit, Bardeleben Variation",
2482,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Bc4', 'Bc5', 'O-O', 'd6', 'c3', 'Bg4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'e5d4', 'f1c4', 'f8c5', 'e1g1', 'd7d6', 'c2c3', 'c8g4']","Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation",
2483,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Bc5', 'Be3', 'Qf6', 'c3', 'Qg6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'e5d4', 'f3d4', 'f8c5', 'c1e3', 'd8f6', 'c2c3', 'f6g6']","Scotch Game: Classical Variation, Millennium Variation",
2484,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'd4', 'exd4', 'Nd5', 'Nxe4', 'Qe2', 'f5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'd2d4', 'e5d4', 'c3d5', 'f6e4', 'd1e2', 'f7f5']","Four Knights Game: Scotch Variation, Belgrade Gambit, Modern Defense",
2485,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bb5', 'Nd4', 'Nxe5', 'Bc5', 'O-O', 'O-O']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1b5', 'c6d4', 'f3e5', 'f8c5', 'e1g1', 'e8g8']",Four Knights Game: Marshall Variation,
2486,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bb5', 'Nd4', 'Ba4', 'Bc5', 'Nxe5', 'O-O']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1b5', 'c6d4', 'b5a4', 'f8c5', 'f3e5', 'e8g8']","Four Knights Game: Spanish Variation, Classical Variation, Marshall Gambit",
2487,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bb5', 'Bb4', 'O-O', 'O-O', 'd3', 'Bxc3']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1b5', 'f8b4', 'e1g1', 'e8g8', 'd2d3', 'b4c3']",Four Knights Game: Spanish Variation,
2488,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bb5', 'Bb4', 'O-O', 'O-O', 'd3', 'd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1b5', 'f8b4', 'e1g1', 'e8g8', 'd2d3', 'd7d6']","Four Knights Game: Spanish Variation, Symmetrical Variation",
2489,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Be7', 'd4', 'exd4', 'c3', 'Nf6', 'e5', 'Ne4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8e7', 'd2d4', 'e5d4', 'c2c3', 'g8f6', 'e4e5', 'f6e4']","Italian Game: Hungarian Defense, Tartakower Variation",
2490,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bb6', 'b5', 'Na5', 'Nxe5', 'Qg5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b6', 'b4b5', 'c6a5', 'f3e5', 'd8g5']","Italian Game: Evans Gambit Declined, Hirschbach Variation",
2491,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bb6', 'b5', 'Na5', 'Nxe5', 'Nh6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b6', 'b4b5', 'c6a5', 'f3e5', 'g8h6']","Italian Game: Evans Gambit Declined, Lange Variation",
2492,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Be7', 'd4', 'Na5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4e7', 'd2d4', 'c6a5']","Italian Game: Evans Gambit, Anderssen Variation, Cordel Line",
2493,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'O-O', 'd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'e1g1', 'd7d6']",Italian Game: Evans Gambit,
2494,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'd4', 'd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'd2d4', 'd7d6']","Italian Game: Evans Gambit, Bronstein Defense",
2495,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'd4', 'Nf6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'd2d4', 'g8f6']","Italian Game: Evans Gambit, Laroche Variation",
2496,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'd4', 'b5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'd2d4', 'b7b5']","Italian Game: Evans Gambit, Leonhardt Countergambit",
2497,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3', 'Ba5', 'd4', 'exd4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3', 'b4a5', 'd2d4', 'e5d4']","Italian Game: Evans Gambit, Pierce Defense",
2498,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Bc4', 'Bc5', 'c3', 'Nf6', 'e5', 'd5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'e5d4', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'e4e5', 'd7d5']","Italian Game: Classical Variation, Greco Gambit",
2499,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'c3', 'd6', 'd4', 'exd4', 'cxd4', 'Bb6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'd7d6', 'd2d4', 'e5d4', 'c3d4', 'c5b6']","Italian Game: Classical Variation, La Bourdonnais Variation",
2500,"['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Bc4', 'Nf6', 'O-O', 'Bc5', 'e5', 'Ng4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'd2d4', 'e5d4', 'f1c4', 'g8f6', 'e1g1', 'f8c5', 'e4e5', 'f6g4']","Italian Game: Scotch Gambit, Max Lange Attack, Spielmann Defense",
2501,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Ng5', 'd5', 'exd5', 'Nxd5', 'd4', 'Bb4+']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'f3g5', 'd7d5', 'e4d5', 'f6d5', 'd2d4', 'f8b4']","Italian Game: Two Knights Defense, Pincus Variation",
2502,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'O-O', 'Bc5', 'c3', 'O-O', 'd4', 'Bb6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f8c5', 'c2c3', 'e8g8', 'd2d4', 'c5b6']","Ruy Lopez: Classical Defense, Benelux Variation",
2503,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'O-O', 'd6', 'd4', 'Bd7', 'Nc3', 'exd4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'd7d6', 'd2d4', 'c8d7', 'b1c3', 'e5d4']","Ruy Lopez: Berlin Defense, Closed Wolf Variation",
2504,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'O-O', 'd6', 'd4', 'Bd7', 'Nc3', 'Be7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'd7d6', 'd2d4', 'c8d7', 'b1c3', 'f8e7']","Ruy Lopez: Berlin Defense, Hedgehog Variation",
2505,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'O-O', 'Nxe4', 'd4', 'Be7', 'Qe2', 'd5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd2d4', 'f8e7', 'd1e2', 'd7d5']","Ruy Lopez: Berlin Defense, Trifunovic Variation",
2506,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'dxc6', 'O-O', 'Bg4', 'h3', 'h5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'd7c6', 'e1g1', 'c8g4', 'h2h3', 'h7h5']","Ruy Lopez: Exchange Variation, Alapin Gambit",
2507,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'Bxc6+', 'bxc6', 'd4', 'f6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'd7d6', 'a4c6', 'b7c6', 'd2d4', 'f7f6']","Ruy Lopez: Morphy Defense, Modern Steinitz Defense",
2508,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'c3', 'Bd7', 'd4', 'Nge7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'd7d6', 'c2c3', 'c8d7', 'd2d4', 'g8e7']","Ruy Lopez: Morphy Defense, Modern Steinitz Defense",
2509,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'g6', 'c3', 'a6', 'Ba4', 'd6', 'd4', 'Bd7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'c2c3', 'a7a6', 'b5a4', 'd7d6', 'd2d4', 'c8d7']","Ruy Lopez: Morphy Defense, Modern Steinitz Defense, Fianchetto Variation",
2510,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'b5', 'Bb3', 'd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'b7b5', 'a4b3', 'd7d6']",Ruy Lopez: Morphy Defense,
2511,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'b5', 'Bb3', 'Bb7']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'b7b5', 'a4b3', 'c8b7']","Ruy Lopez: Morphy Defense, Arkhangelsk Variation",
2512,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'Nxe4', 'd4', 'exd4']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f6e4', 'd2d4', 'e5d4']","Ruy Lopez: Open, Riga Variation",
2513,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'Nxe4', 'Re1', 'd5']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f6e4', 'f1e1', 'd7d5']","Ruy Lopez: Open, Skipworth Gambit",
2514,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'O-O', 'Be7', 'Re1', 'd6']","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'f1e1', 'd7d6']","Ruy Lopez: Closed, Averbakh Variation",
2515,"['d4', 'd5', 'c4', 'c6', 'cxd5', 'cxd5', 'Nc3', 'Nf6', 'Nf3', 'Nc6', 'Bf4', 'Bf5']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'c4d5', 'c6d5', 'b1c3', 'g8f6', 'g1f3', 'b8c6', 'c1f4', 'c8f5']","Slav Defense: Exchange Variation, Symmetrical Line",
2516,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'Nc3', 'dxc4', 'a4', 'Bf5', 'Ne5', 'e6']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'd5c4', 'a2a4', 'c8f5', 'f3e5', 'e7e6']","Slav Defense: Czech Variation, Wiesbaden Variation",
2517,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'Nc3', 'dxc4', 'a4', 'Bf5', 'e3', 'Na6']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'd5c4', 'a2a4', 'c8f5', 'e2e3', 'b8a6']","Slav Defense: Czech Variation, Lasker Variation",
2518,"['d4', 'd5', 'c4', 'dxc4', 'Nf3', 'Nf6', 'e3', 'e6', 'Bxc4', 'c5', 'O-O', 'Nc6']","['d2d4', 'd7d5', 'c2c4', 'd5c4', 'g1f3', 'g8f6', 'e2e3', 'e7e6', 'f1c4', 'c7c5', 'e1g1', 'b8c6']","Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation",
2519,"['d4', 'd5', 'c4', 'dxc4', 'Nf3', 'Nf6', 'e3', 'e6', 'Bxc4', 'c5', 'O-O', 'cxd4']","['d2d4', 'd7d5', 'c2c4', 'd5c4', 'g1f3', 'g8f6', 'e2e3', 'e7e6', 'f1c4', 'c7c5', 'e1g1', 'c5d4']","Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation",
2520,"['d4', 'd5', 'c4', 'dxc4', 'Nf3', 'Nf6', 'e3', 'e6', 'Bxc4', 'c5', 'O-O', 'a6']","['d2d4', 'd7d5', 'c2c4', 'd5c4', 'g1f3', 'g8f6', 'e2e3', 'e7e6', 'f1c4', 'c7c5', 'e1g1', 'a7a6']","Queen's Gambit Accepted: Classical Defense, Main Line",
2521,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'e3', 'e6', 'Nbd2', 'Nbd7', 'Bd3', 'c5']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'e2e3', 'e7e6', 'b1d2', 'b8d7', 'f1d3', 'c6c5']",Queen's Gambit Declined: Semmering Variation,
2522,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'e3', 'e6', 'Nbd2', 'Ne4', 'Bd3', 'f5']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'e2e3', 'e7e6', 'b1d2', 'f6e4', 'f1d3', 'f7f5']",Queen's Gambit Declined: Stonewall Variation,
2523,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c5', 'cxd5', 'exd5', 'dxc5', 'd4', 'Na4', 'b5']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'd4c5', 'd5d4', 'c3a4', 'b7b5']",Tarrasch Defense: Tarrasch Gambit,
